,HomePlanet,CryoSleep,Destination,Age,Transported,Expenditure,No_spending,Group,Group_size,Solo,Cabin_deck,Cabin_side,Family_size
3710,2,0,2,26,0,1719.0,0,3988,1,1,3,0,6.0
3711,0,0,2,44,0,1262.0,0,3991,1,1,5,0,10.0
3712,0,0,1,51,0,1108.0,0,3992,1,1,5,1,5.0
3713,1,1,2,29,1,0.0,1,3994,1,1,1,1,1.0
3714,0,0,2,4,0,0.0,1,3995,6,0,6,0,18.0
3715,0,0,1,40,0,732.0,0,3995,6,0,5,0,18.0
3716,0,0,0,27,0,810.0,0,3995,6,0,6,0,18.0
3717,0,0,2,8,0,0.0,1,3995,6,0,6,0,18.0
3718,0,0,2,3,0,0.0,1,3995,6,0,6,0,18.0
3719,0,0,0,11,1,0.0,1,3995,6,0,6,0,18.0
3720,0,0,1,24,1,1192.0,0,3996,1,1,5,0,9.0
3721,0,0,0,25,0,522.0,0,3997,1,1,6,1,8.0
3722,1,0,0,28,1,6515.0,0,3998,1,1,2,0,4.0
3723,0,0,2,25,0,1017.0,0,3999,1,1,6,0,7.0
3724,0,1,2,27,1,0.0,1,4000,3,0,6,1,6.0
3725,0,0,2,25,0,803.0,0,4000,3,0,5,1,6.0
3726,0,1,2,0,1,0.0,1,4000,3,0,6,1,6.0
3727,0,0,2,58,1,970.0,0,4001,7,0,5,1,12.0
3728,0,1,2,3,1,0.0,1,4001,7,0,6,1,12.0
3729,0,1,1,4,1,0.0,1,4001,7,0,6,1,12.0
3730,0,1,0,2,0,0.0,1,4001,7,0,6,1,12.0
3731,0,0,2,34,1,861.0,0,4001,7,0,5,1,12.0
3732,0,0,0,5,1,0.0,1,4001,7,0,6,1,10.0
3733,0,0,2,3,0,0.0,1,4001,7,0,6,1,12.0
3734,2,1,2,46,0,0.0,1,4002,1,1,4,0,6.0
3735,0,0,2,22,1,1417.0,0,4003,1,1,5,0,1.0
3736,0,0,2,8,1,0.0,1,4005,8,0,6,0,14.0
3737,0,0,2,17,1,1014.0,0,4005,8,0,6,0,14.0
3738,0,0,2,4,0,0.0,1,4005,8,0,6,0,14.0
3739,0,1,2,12,0,0.0,1,4005,8,0,7,1,6.0
3740,0,1,1,40,1,0.0,1,4005,8,0,6,0,15.0
3741,0,0,1,16,1,2284.0,0,4005,8,0,5,0,15.0
3742,0,1,2,41,1,0.0,1,4005,8,0,6,0,14.0
3743,0,1,2,8,0,0.0,1,4005,8,0,6,0,1.0
3744,0,1,0,14,1,0.0,1,4006,5,0,6,1,11.0
3745,0,1,2,2,1,0.0,1,4006,5,0,6,1,11.0
3746,0,0,1,59,1,684.0,0,4006,5,0,5,1,11.0
3747,0,1,2,45,0,1805.0,0,4006,5,0,6,1,11.0
3748,0,0,0,52,1,704.0,0,4006,5,0,5,1,11.0
3749,2,1,2,33,1,0.0,1,4008,1,1,5,1,4.0
3750,0,0,0,51,1,1475.0,0,4009,1,1,7,1,19.0
3751,0,1,2,38,0,0.0,1,4010,1,1,6,0,4.0
3752,2,0,2,14,0,947.0,0,4013,1,1,4,0,9.0
3753,1,0,2,42,0,4689.0,0,4014,2,0,1,0,1.0
3754,1,0,0,28,0,6356.0,0,4014,2,0,1,0,1.0
3755,0,0,0,34,0,906.0,0,4016,1,1,4,1,6.0
3756,2,0,2,21,0,0.0,1,4017,5,0,4,1,7.0
3757,2,1,2,30,1,0.0,1,4017,5,0,5,1,7.0
3758,2,1,2,28,1,0.0,1,4017,5,0,5,1,7.0
3759,2,1,2,26,0,0.0,1,4017,5,0,4,1,7.0
3760,2,0,2,23,0,1486.0,0,4017,5,0,5,1,9.0
3761,0,0,2,20,0,63.0,0,4018,1,1,5,1,4.0
3762,0,0,0,59,1,640.0,0,4019,1,1,4,0,10.0
3763,1,0,0,37,0,12558.0,0,4020,1,1,1,0,1.0
3764,2,0,2,32,0,2505.0,0,4021,1,1,5,0,6.0
3765,0,0,1,37,0,740.0,0,4022,1,1,5,0,9.0
3766,0,0,2,27,0,1113.0,0,4023,1,1,4,0,14.0
3767,1,1,0,42,1,0.0,1,4026,1,1,1,1,5.0
3768,0,1,1,29,1,0.0,1,4027,1,1,6,0,9.0
3769,0,0,2,2,1,0.0,1,4030,5,0,6,1,10.0
3770,0,1,2,10,0,0.0,1,4030,5,0,7,1,9.0
3771,0,0,2,0,0,0.0,1,4030,5,0,6,1,9.0
3772,0,1,2,21,0,0.0,1,4030,5,0,6,1,9.0
3773,0,0,2,8,0,0.0,1,4030,5,0,6,1,9.0
3774,1,1,0,28,1,0.0,1,4031,2,0,2,0,8.0
3775,1,1,2,27,1,0.0,1,4031,2,0,2,0,8.0
3776,0,1,1,13,1,0.0,1,4032,1,1,6,0,10.0
3777,1,0,0,49,1,11695.0,0,4033,1,1,2,1,3.0
3778,2,1,2,38,0,0.0,1,4034,1,1,4,0,4.0
3779,0,1,0,21,1,0.0,1,4035,1,1,6,0,6.0
3780,0,0,2,22,0,886.0,0,4036,1,1,6,1,4.0
3781,0,1,1,14,1,0.0,1,4037,1,1,6,1,7.0
3782,0,1,1,24,0,0.0,1,4038,1,1,6,1,11.0
3783,0,0,2,24,0,778.0,0,4039,1,1,5,1,9.0
3784,0,1,2,34,0,0.0,1,4040,1,1,6,0,6.0
3785,1,0,2,1,1,0.0,1,4042,3,0,0,1,4.0
3786,1,1,0,28,1,0.0,1,4042,3,0,0,1,4.0
3787,1,1,0,26,1,0.0,1,4042,3,0,0,1,4.0
3788,0,0,2,28,0,1609.0,0,4043,1,1,4,0,6.0
3789,2,0,2,32,0,1390.0,0,4044,3,0,5,1,2.0
3790,2,0,2,2,1,0.0,1,4044,3,0,5,1,1.0
3791,2,1,2,10,1,0.0,1,4044,3,0,5,1,2.0
3792,2,0,2,49,0,3488.0,0,4045,1,1,3,0,5.0
3793,0,1,1,14,1,0.0,1,4046,1,1,6,0,9.0
3794,0,1,2,29,1,0.0,1,4047,1,1,6,1,5.0
3795,1,1,0,25,0,0.0,1,4049,1,1,0,1,5.0
3796,1,0,0,36,0,13542.0,0,4050,1,1,0,0,4.0
3797,0,1,2,22,1,0.0,1,4053,1,1,6,1,6.0
3798,0,0,2,21,0,645.0,0,4055,1,1,5,0,6.0
3799,0,0,2,36,0,882.0,0,4058,1,1,6,1,7.0
3800,0,0,2,54,0,1415.0,0,4060,1,1,5,0,5.0
3801,2,0,2,30,0,2384.0,0,4061,3,0,3,1,7.0
3802,2,1,2,0,1,0.0,1,4061,3,0,5,1,7.0
3803,2,1,2,1,1,0.0,1,4061,3,0,5,1,1.0
3804,0,1,2,42,1,0.0,1,4063,1,1,6,1,7.0
3805,0,0,2,47,1,2416.0,0,4064,1,1,5,1,10.0
3806,0,0,2,25,0,1700.0,0,4065,1,1,6,0,4.0
3807,1,1,0,18,0,2887.0,0,4066,2,0,1,1,6.0
3808,1,1,2,22,1,0.0,1,4066,2,0,1,1,6.0
3809,1,0,2,27,0,3710.0,0,4068,1,1,3,1,11.0
3810,0,0,0,24,1,2486.0,0,4069,1,1,5,1,2.0
3811,1,1,2,28,1,0.0,1,4071,2,0,1,0,5.0
3812,1,1,0,22,1,0.0,1,4071,2,0,1,0,5.0
3813,0,1,2,60,1,0.0,1,4072,1,1,6,1,2.0
3814,1,0,2,38,0,10750.0,0,4075,1,1,2,1,4.0
3815,0,0,2,23,0,1619.0,0,4076,1,1,4,0,6.0
3816,0,1,2,21,0,0.0,1,4078,1,1,6,0,5.0
3817,2,0,0,55,0,1687.0,0,4079,1,1,5,1,7.0
3818,0,0,0,20,0,729.0,0,4080,1,1,5,0,15.0
3819,0,0,0,50,0,809.0,0,4081,1,1,6,0,2.0
3820,2,0,2,22,0,0.0,1,4082,1,1,4,0,5.0
3821,1,0,2,21,1,8060.0,0,4083,1,1,2,1,2.0
3822,1,0,2,26,1,2315.0,0,4084,1,1,3,1,1.0
3823,1,0,2,36,1,3418.0,0,4089,1,1,0,1,3.0
3824,2,0,2,46,1,1778.0,0,4090,1,1,3,1,3.0
3825,0,0,2,26,1,645.0,0,4091,1,1,5,1,5.0
3826,0,0,2,24,0,693.0,0,4093,1,1,5,0,8.0
3827,0,0,0,14,0,2308.0,0,4095,1,1,6,0,5.0
3828,2,0,2,46,1,1121.0,0,4096,1,1,5,0,2.0
3829,0,0,2,15,0,983.0,0,4097,1,1,4,0,9.0
3830,0,1,2,30,0,0.0,1,4098,1,1,6,0,5.0
3831,0,1,2,28,1,0.0,1,4099,1,1,6,0,14.0
3832,2,0,2,38,0,1309.0,0,4101,1,1,5,1,8.0
3833,1,1,2,48,1,0.0,1,4102,1,1,1,0,2.0
3834,0,1,2,31,0,0.0,1,4103,1,1,6,0,9.0
3835,0,0,2,41,0,1025.0,0,4104,1,1,6,0,10.0
3836,0,0,2,43,1,909.0,0,4106,1,1,6,1,6.0
3837,0,0,2,23,0,770.0,0,4107,1,1,6,1,6.0
3838,1,1,0,48,1,0.0,1,4108,2,0,1,1,6.0
3839,1,1,2,47,1,3234.0,0,4108,2,0,1,1,6.0
3840,0,0,2,19,1,665.0,0,4109,1,1,5,0,5.0
3841,0,0,2,25,0,997.0,0,4110,1,1,4,0,1.0
3842,0,1,2,28,1,0.0,1,4112,1,1,6,1,5.0
3843,1,1,0,16,1,0.0,1,4113,2,0,1,0,5.0
3844,1,0,2,45,1,2691.0,0,4113,2,0,1,0,5.0
3845,2,1,2,31,1,0.0,1,4114,1,1,4,1,6.0
3846,0,1,1,19,0,0.0,1,4115,1,1,6,1,13.0
3847,0,0,2,21,1,776.0,0,4116,1,1,5,1,14.0
3848,0,1,1,28,0,0.0,1,4120,1,1,6,1,9.0
3849,0,1,1,22,1,0.0,1,4125,1,1,6,0,5.0
3850,1,1,2,23,1,0.0,1,4127,1,1,1,0,12.0
3851,2,0,2,54,0,1286.0,0,4128,3,0,5,0,5.0
3852,2,0,2,0,1,0.0,1,4128,3,0,5,0,5.0
3853,2,1,2,4,1,0.0,1,4128,3,0,5,0,5.0
3854,0,0,2,23,0,799.0,0,4129,1,1,5,0,11.0
3855,2,1,2,19,1,0.0,1,4130,1,1,7,1,6.0
3856,1,1,2,34,1,0.0,1,4131,1,1,2,1,5.0
3857,0,1,0,18,0,0.0,1,4132,1,1,6,0,3.0
3858,0,1,2,40,1,0.0,1,4134,1,1,7,1,4.0
3859,2,0,2,58,0,2365.0,0,4135,1,1,5,1,6.0
3860,0,0,0,39,0,704.0,0,4137,1,1,5,1,10.0
3861,0,0,1,23,0,722.0,0,4140,1,1,5,0,8.0
3862,0,0,2,11,0,0.0,1,4141,1,1,6,0,6.0
3863,1,1,2,43,1,0.0,1,4142,1,1,2,1,1.0
3864,2,1,2,29,0,0.0,1,4143,1,1,4,0,4.0
3865,0,0,2,36,0,790.0,0,4144,1,1,4,0,14.0
3866,0,0,1,13,0,647.0,0,4145,1,1,5,0,3.0
3867,1,0,2,54,1,3200.0,0,4147,2,0,2,1,4.0
3868,1,1,2,45,1,0.0,1,4147,2,0,2,1,4.0
3869,0,0,0,33,1,846.0,0,4149,1,1,6,0,4.0
3870,0,0,2,46,1,1029.0,0,4150,1,1,5,1,9.0
3871,0,1,0,15,1,0.0,1,4151,1,1,6,0,9.0
3872,0,0,2,35,0,634.0,0,4152,1,1,5,0,4.0
3873,2,1,2,23,1,0.0,1,4154,1,1,5,1,5.0
3874,0,1,0,15,0,0.0,1,4156,1,1,6,0,5.0
3875,0,0,2,27,0,791.0,0,4158,1,1,4,1,5.0
3876,0,0,2,15,0,864.0,0,4159,1,1,5,1,5.0
3877,2,0,2,27,1,1698.0,0,4160,1,1,5,1,1.0
3878,0,1,0,16,1,0.0,1,4163,1,1,6,1,4.0
3879,0,0,2,37,1,954.0,0,4165,1,1,6,0,14.0
3880,1,1,0,45,1,0.0,1,4166,2,0,1,0,2.0
3881,1,0,0,58,1,4058.0,0,4166,2,0,1,0,2.0
3882,0,0,1,28,0,774.0,0,4167,1,1,7,1,7.0
3883,0,0,2,38,0,880.0,0,4168,2,0,5,0,7.0
3884,0,0,2,28,0,789.0,0,4168,2,0,4,0,7.0
3885,1,1,2,47,1,0.0,1,4169,2,0,3,0,7.0
3886,1,0,2,41,1,1580.0,0,4169,2,0,3,0,7.0
3887,1,1,2,28,1,0.0,1,4170,1,1,1,0,11.0
3888,0,1,2,23,0,0.0,1,4171,1,1,6,0,17.0
3889,2,1,2,24,1,0.0,1,4172,7,0,5,0,10.0
3890,2,0,2,58,0,2638.0,0,4172,7,0,5,0,10.0
3891,0,1,2,36,1,0.0,1,4172,7,0,5,0,10.0
3892,2,0,0,24,0,1413.0,0,4172,7,0,5,0,3.0
3893,2,0,2,56,0,1129.0,0,4172,7,0,5,0,10.0
3894,2,1,2,15,1,0.0,1,4172,7,0,5,0,10.0
3895,2,0,2,19,1,2398.0,0,4172,7,0,3,0,10.0
3896,0,0,2,27,0,791.0,0,4173,1,1,4,0,6.0
3897,0,0,2,47,0,944.0,0,4174,1,1,5,0,7.0
3898,0,0,0,37,0,716.0,0,4175,1,1,5,0,9.0
3899,2,1,2,39,1,0.0,1,4176,7,0,5,0,11.0
3900,2,1,2,20,1,0.0,1,4176,7,0,5,0,6.0
3901,2,0,2,20,1,1854.0,0,4176,7,0,5,0,6.0
3902,2,0,2,38,0,2366.0,0,4176,7,0,5,0,11.0
3903,2,0,2,46,0,1181.0,0,4176,7,0,3,0,11.0
3904,2,1,2,13,1,0.0,1,4176,7,0,5,0,11.0
3905,2,0,0,24,1,1071.0,0,4176,7,0,5,0,11.0
3906,1,1,2,32,1,0.0,1,4177,3,0,1,1,4.0
3907,1,1,0,28,1,0.0,1,4177,3,0,1,1,9.0
3908,1,0,0,44,0,5896.0,0,4177,3,0,1,1,9.0
3909,0,0,2,19,0,783.0,0,4178,1,1,6,0,6.0
3910,1,0,2,30,1,1446.0,0,4179,2,0,0,1,1.0
3911,1,1,2,23,1,0.0,1,4179,2,0,0,1,3.0
3912,1,0,2,4,1,0.0,1,4181,6,0,2,0,6.0
3913,1,0,2,0,1,0.0,1,4181,6,0,2,0,6.0
3914,1,1,2,17,1,0.0,1,4181,6,0,7,1,6.0
3915,1,1,2,44,1,0.0,1,4181,6,0,2,0,6.0
3916,1,0,0,31,0,28074.0,0,4181,6,0,2,0,6.0
3917,1,0,0,41,1,12047.0,0,4181,6,0,2,0,6.0
3918,1,0,0,33,0,4019.0,0,4182,3,0,0,1,7.0
3919,1,0,2,43,0,4285.0,0,4182,3,0,0,1,1.0
3920,1,0,0,43,0,7574.0,0,4182,3,0,0,1,7.0
3921,0,0,2,36,0,1552.0,0,4183,1,1,5,1,7.0
3922,0,0,0,19,0,919.0,0,4184,1,1,5,0,12.0
3923,0,0,2,24,1,1725.0,0,4185,1,1,6,0,9.0
3924,0,1,0,17,1,0.0,1,4186,1,1,6,1,16.0
3925,0,0,2,23,1,2199.0,0,4188,1,1,5,0,18.0
3926,0,0,0,17,0,1787.0,0,4189,1,1,6,1,3.0
3927,2,0,2,18,0,1941.0,0,4191,1,1,3,1,5.0
3928,2,1,0,34,1,0.0,1,4194,1,1,5,0,4.0
3929,0,1,2,13,1,0.0,1,4196,1,1,6,1,10.0
3930,0,0,2,66,1,3176.0,0,4197,3,0,5,1,7.0
3931,0,0,2,27,1,1358.0,0,4197,3,0,5,1,7.0
3932,0,0,2,19,0,1706.0,0,4197,3,0,6,1,7.0
3933,0,0,2,55,1,902.0,0,4199,1,1,5,1,6.0
3934,2,0,2,40,0,961.0,0,4203,1,1,3,0,8.0
3935,0,1,1,23,1,0.0,1,4204,3,0,6,0,7.0
3936,0,0,2,7,0,0.0,1,4204,3,0,6,0,7.0
3937,0,1,2,12,1,0.0,1,4204,3,0,6,0,7.0
3938,0,0,2,37,0,1385.0,0,4205,1,1,5,1,10.0
3939,0,0,2,22,0,544.0,0,4206,1,1,5,0,6.0
3940,0,1,2,25,1,0.0,1,4207,2,0,1,1,4.0
3941,1,1,0,46,1,0.0,1,4207,2,0,1,1,4.0
3942,2,0,0,37,0,783.0,0,4208,1,1,3,0,7.0
3943,1,1,0,50,1,0.0,1,4210,2,0,2,1,5.0
3944,1,1,0,28,1,0.0,1,4210,2,0,2,1,5.0
3945,1,1,2,26,1,0.0,1,4211,1,1,2,0,2.0
3946,0,1,2,28,1,0.0,1,4212,1,1,6,1,8.0
3947,0,0,1,23,0,499.0,0,4213,1,1,6,1,7.0
3948,1,0,2,23,0,4626.0,0,4214,1,1,4,0,1.0
3949,2,0,2,34,0,1006.0,0,4215,1,1,3,0,8.0
3950,1,1,2,65,1,0.0,1,4216,2,0,1,0,9.0
3951,0,1,2,20,1,0.0,1,4216,2,0,1,0,9.0
3952,2,1,2,29,1,0.0,1,4218,2,0,5,0,3.0
3953,2,0,2,30,1,2486.0,0,4218,2,0,5,0,3.0
3954,2,1,2,3,1,0.0,1,4219,3,0,5,0,7.0
3955,2,0,2,40,0,1268.0,0,4219,3,0,5,0,7.0
3956,2,0,2,32,0,2476.0,0,4219,3,0,5,0,7.0
3957,0,0,2,31,0,787.0,0,4220,1,1,4,0,5.0
3958,0,0,2,13,1,1188.0,0,4221,1,1,5,0,8.0
3959,0,0,2,29,0,812.0,0,4222,2,0,6,0,5.0
3960,0,0,2,28,0,791.0,0,4222,2,0,4,0,5.0
3961,2,0,0,19,1,1606.0,0,4223,2,0,5,1,7.0
3962,2,0,0,24,1,665.0,0,4223,2,0,4,1,7.0
3963,2,1,2,22,0,0.0,1,4225,1,1,4,0,3.0
3964,0,0,0,13,0,2503.0,0,4229,1,1,5,0,1.0
3965,0,0,2,21,0,865.0,0,4230,1,1,5,0,4.0
3966,0,0,0,24,1,1445.0,0,4231,1,1,5,1,7.0
3967,1,0,2,47,1,5199.0,0,4232,1,1,1,1,3.0
3968,1,0,2,27,0,4336.0,0,4233,1,1,1,0,4.0
3969,0,0,2,18,1,787.0,0,4237,1,1,4,1,14.0
3970,1,1,0,36,1,0.0,1,4238,1,1,1,1,3.0
3971,0,0,2,68,0,804.0,0,4239,1,1,5,0,6.0
3972,1,1,2,31,1,0.0,1,4240,1,1,2,1,2.0
3973,2,1,2,28,1,0.0,1,4242,1,1,5,0,3.0
3974,2,0,2,36,0,3173.0,0,4243,1,1,3,1,8.0
3975,0,0,2,17,1,1143.0,0,4244,1,1,5,1,8.0
3976,0,1,2,13,1,0.0,1,4245,1,1,6,1,11.0
3977,0,0,2,30,0,4179.0,0,4246,1,1,6,0,11.0
3978,1,0,2,58,1,3434.0,0,4249,3,0,1,1,4.0
3979,1,1,2,43,1,0.0,1,4249,3,0,1,1,4.0
3980,1,0,0,20,1,2822.0,0,4249,3,0,1,1,4.0
3981,0,0,2,29,0,1519.0,0,4251,1,1,5,0,4.0
3982,0,0,2,15,1,1514.0,0,4252,1,1,5,1,6.0
3983,0,0,2,30,0,809.0,0,4253,1,1,6,0,6.0
3984,1,0,0,33,0,18233.0,0,4254,3,0,1,0,5.0
3985,1,1,2,25,1,0.0,1,4254,3,0,1,0,5.0
3986,1,0,2,62,0,3358.0,0,4254,3,0,1,0,5.0
3987,0,1,1,41,1,0.0,1,4255,1,1,6,0,9.0
3988,0,0,2,27,0,1915.0,0,4256,8,0,5,0,15.0
3989,0,1,2,18,0,0.0,1,4256,8,0,6,0,15.0
3990,0,1,2,27,1,0.0,1,4256,8,0,6,0,15.0
3991,0,0,2,19,1,1481.0,0,4256,8,0,5,0,15.0
3992,0,0,2,37,0,786.0,0,4256,8,0,6,0,5.0
3993,0,1,2,24,0,0.0,1,4256,8,0,6,0,15.0
3994,0,0,2,29,0,852.0,0,4256,8,0,6,0,15.0
3995,0,0,0,44,0,699.0,0,4256,8,0,5,0,15.0
3996,0,0,2,19,0,1442.0,0,4257,1,1,5,0,3.0
3997,1,0,2,39,0,1717.0,0,4258,3,0,0,0,3.0
3998,1,1,2,63,0,3391.0,0,4258,3,0,0,0,3.0
3999,1,0,2,39,0,1680.0,0,4258,3,0,0,0,3.0
4000,2,1,2,41,1,0.0,1,4259,1,1,5,1,7.0
4001,0,1,2,27,1,0.0,1,4260,1,1,6,1,5.0
4002,2,0,0,56,1,1063.0,0,4261,1,1,3,1,4.0
4003,1,1,2,22,1,0.0,1,4262,2,0,2,0,5.0
4004,1,0,0,26,0,11446.0,0,4262,2,0,2,0,5.0
4005,0,0,2,24,0,1300.0,0,4264,1,1,5,1,4.0
4006,0,1,1,18,1,0.0,1,4266,1,1,6,1,5.0
4007,0,1,2,13,1,0.0,1,4267,2,0,6,0,6.0
4008,0,0,2,32,1,1020.0,0,4267,2,0,5,0,6.0
4009,1,0,0,30,0,8041.0,0,4270,1,1,7,1,3.0
4010,1,1,2,25,1,0.0,1,4271,1,1,0,0,4.0
4011,0,0,2,55,1,806.0,0,4272,1,1,5,1,4.0
4012,0,0,1,19,0,671.0,0,4273,1,1,5,0,7.0
4013,0,0,2,24,1,948.0,0,4274,1,1,6,1,10.0
4014,1,0,2,32,1,4614.0,0,4278,1,1,2,1,5.0
4015,2,0,2,24,0,0.0,1,4280,1,1,4,0,2.0
4016,2,1,2,32,1,0.0,1,4289,1,1,5,0,6.0
4017,0,1,2,36,0,0.0,1,4291,1,1,6,1,10.0
4018,1,0,0,28,1,2185.0,0,4292,1,1,0,1,2.0
4019,0,0,2,52,1,559.0,0,4293,1,1,5,1,8.0
4020,0,0,2,29,1,750.0,0,4294,1,1,6,1,8.0
4021,2,0,0,23,1,2765.0,0,4295,2,0,3,0,3.0
4022,2,1,2,32,1,0.0,1,4295,2,0,7,1,3.0
4023,0,1,2,35,0,0.0,1,4296,1,1,6,1,8.0
4024,1,0,0,41,0,10412.0,0,4297,1,1,1,0,2.0
4025,0,1,1,16,1,0.0,1,4300,1,1,6,1,13.0
4026,1,1,0,33,1,0.0,1,4301,1,1,4,0,3.0
4027,0,1,0,6,1,0.0,1,4302,1,1,6,0,7.0
4028,0,0,0,15,1,877.0,0,4303,2,0,5,1,6.0
4029,0,0,2,38,0,1019.0,0,4303,2,0,6,1,3.0
4030,0,0,2,56,0,829.0,0,4305,3,0,5,0,7.0
4031,0,1,1,4,1,0.0,1,4305,3,0,6,0,7.0
4032,0,1,1,21,1,0.0,1,4305,3,0,6,0,6.0
4033,2,0,0,22,1,1606.0,0,4306,1,1,5,1,10.0
4034,0,0,2,37,0,788.0,0,4309,2,0,4,0,7.0
4035,0,0,2,6,1,0.0,1,4309,2,0,6,0,7.0
4036,0,0,2,22,0,1448.0,0,4311,1,1,5,1,10.0
4037,1,0,2,26,0,7766.0,0,4312,1,1,1,0,2.0
4038,0,0,2,22,1,717.0,0,4315,2,0,4,0,9.0
4039,0,1,2,20,1,0.0,1,4315,2,0,6,0,9.0
4040,0,0,1,28,0,1178.0,0,4316,1,1,5,0,8.0
4041,2,0,2,24,1,2579.0,0,4317,1,1,3,1,4.0
4042,2,1,2,25,1,0.0,1,4318,1,1,5,1,9.0
4043,0,0,2,48,0,907.0,0,4319,1,1,6,0,1.0
4044,0,0,2,24,0,793.0,0,4320,1,1,4,0,10.0
4045,2,0,0,3,1,0.0,1,4324,4,0,5,1,4.0
4046,2,1,2,24,1,0.0,1,4324,4,0,5,1,4.0
4047,2,0,2,25,0,1754.0,0,4324,4,0,5,1,4.0
4048,2,1,0,1,1,0.0,1,4324,4,0,5,1,10.0
4049,0,0,2,20,1,899.0,0,4327,1,1,5,1,8.0
4050,0,0,2,22,0,759.0,0,4329,1,1,5,1,5.0
4051,2,0,0,28,1,1181.0,0,4330,1,1,3,1,9.0
4052,0,1,0,17,1,0.0,1,4332,1,1,6,1,7.0
4053,1,0,0,28,0,5515.0,0,4333,1,1,1,0,1.0
4054,1,1,2,47,1,0.0,1,4334,1,1,0,1,4.0
4055,2,1,2,34,0,0.0,1,4335,1,1,4,1,6.0
4056,1,0,2,29,1,2785.0,0,4336,4,0,2,1,5.0
4057,1,1,2,14,1,0.0,1,4336,4,0,2,1,5.0
4058,1,0,2,36,1,2694.0,0,4336,4,0,7,1,5.0
4059,1,0,0,40,1,10823.0,0,4336,4,0,2,1,5.0
4060,2,0,2,49,1,1228.0,0,4337,1,1,5,1,8.0
4061,1,0,2,51,1,0.0,1,4338,3,0,2,1,5.0
4062,1,0,2,41,1,3578.0,0,4338,3,0,2,1,6.0
4063,1,0,0,44,1,14807.0,0,4338,3,0,2,1,5.0
4064,2,0,2,47,0,2259.0,0,4339,1,1,5,1,5.0
4065,0,0,2,22,1,949.0,0,4340,1,1,5,1,16.0
4066,0,1,1,13,1,0.0,1,4343,1,1,6,1,1.0
4067,0,0,2,18,1,759.0,0,4344,1,1,5,1,9.0
4068,0,0,2,28,0,1697.0,0,4345,1,1,6,0,4.0
4069,0,0,0,22,1,722.0,0,4346,1,1,4,0,6.0
4070,0,0,2,50,0,852.0,0,4347,1,1,6,0,4.0
4071,1,1,2,47,1,0.0,1,4348,1,1,1,0,2.0
4072,2,0,2,55,0,1298.0,0,4349,1,1,4,0,8.0
4073,0,1,2,21,1,0.0,1,4350,2,0,6,1,4.0
4074,0,0,1,39,0,2331.0,0,4350,2,0,6,1,11.0
4075,0,0,2,21,0,1050.0,0,4351,1,1,5,0,6.0
4076,1,0,2,37,1,4922.0,0,4352,2,0,2,1,4.0
4077,1,0,2,31,1,10174.0,0,4352,2,0,2,1,4.0
4078,0,0,2,23,0,365.0,0,4354,1,1,4,0,8.0
4079,1,1,0,28,1,0.0,1,4356,1,1,1,1,4.0
4080,2,0,2,23,0,3344.0,0,4357,1,1,3,0,6.0
4081,0,0,1,20,1,610.0,0,4358,1,1,5,1,10.0
4082,1,0,2,28,0,2836.0,0,4359,3,0,2,0,1.0
4083,1,0,0,40,1,18267.0,0,4359,3,0,2,0,2.0
4084,1,0,0,54,0,3600.0,0,4359,3,0,2,0,2.0
4085,2,1,2,18,1,0.0,1,4360,1,1,5,0,2.0
4086,0,0,0,27,1,1079.0,0,4361,1,1,5,1,6.0
4087,1,0,2,43,1,3598.0,0,4362,1,1,1,1,5.0
4088,0,1,1,25,1,0.0,1,4364,1,1,6,0,4.0
4089,0,0,2,13,0,803.0,0,4365,1,1,5,0,8.0
4090,0,1,1,15,1,878.0,0,4366,1,1,5,0,9.0
4091,0,1,0,37,1,0.0,1,4367,1,1,6,1,9.0
4092,2,1,0,32,1,0.0,1,4368,1,1,5,0,9.0
4093,0,0,2,19,0,857.0,0,4369,1,1,5,1,5.0
4094,0,0,2,21,0,1608.0,0,4370,1,1,7,1,12.0
4095,1,1,2,27,1,3703.0,0,4371,5,0,2,1,7.0
4096,1,0,0,39,0,5449.0,0,4371,5,0,2,1,7.0
4097,0,1,2,22,1,0.0,1,4371,5,0,2,1,7.0
4098,1,0,2,25,1,9841.0,0,4371,5,0,2,1,7.0
4099,1,0,0,34,1,9784.0,0,4371,5,0,2,1,5.0
4100,2,1,2,54,1,0.0,1,4372,2,0,5,1,11.0
4101,2,0,2,42,0,955.0,0,4372,2,0,4,1,9.0
4102,0,0,1,36,0,737.0,0,4373,1,1,5,1,6.0
4103,0,0,1,43,1,623.0,0,4376,1,1,4,1,2.0
4104,0,0,1,23,1,604.0,0,4382,1,1,5,0,6.0
4105,1,0,2,57,1,0.0,1,4383,1,1,1,1,2.0
4106,1,0,2,54,1,0.0,1,4386,2,0,1,1,1.0
4107,1,0,2,51,1,17703.0,0,4386,2,0,1,1,3.0
4108,2,0,1,32,0,651.0,0,4387,1,1,5,0,11.0
4109,1,0,2,33,1,0.0,1,4388,1,1,1,1,1.0
4110,2,1,2,8,1,0.0,1,4390,3,0,5,0,16.0
4111,2,1,2,44,1,0.0,1,4390,3,0,5,0,16.0
4112,2,0,2,27,0,1225.0,0,4390,3,0,5,0,16.0
4113,0,0,2,48,1,786.0,0,4391,1,1,5,0,5.0
4114,0,0,0,13,0,771.0,0,4392,1,1,6,1,7.0
